Id_hecho,N_VICTIMAS,FECHA,HORA,TIPO_DE_CALLE,COMUNA,LONGITUD,LATITUD,PARTICIPANTES,VICTIMA,ACUSADO
2017-0037,1,2017-03-31,03:00:00,AVENIDA,1,-58.38896772,-34.61799615,MOTO - CARGAS,MOTO,CARGAS
2017-0038,1,2017-04-01,19:00:00,AVENIDA,7,-58.44516857,-34.64363363,MOTO - AUTO,MOTO,AUTO
2017-0040,1,2017-04-03,09:40:00,AVENIDA,13,-58.43834197,-34.54560369,AUTO - MULTIPLE,AUTO,MULTIPLE
2017-0041,1,2017-04-03,23:15:00,CALLE,7,-58.45485084,-34.63531854,MOTO - AUTO,MOTO,AUTO
2017-0042,1,2017-04-10,09:00:00,GRAL PAZ,14,SIN DATO,SIN DATO,MOTO - CARGAS,MOTO,CARGAS
2017-0045,1,2017-04-14,06:15:00,CALLE,10,-58.52449285,-34.62454175,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2017-0047,1,2017-04-23,06:30:00,AVENIDA,8,-58.46713742,-34.67198790,MOTO - AUTO,MOTO,AUTO
2017-0049,1,2017-04-27,18:16:00,AVENIDA,8,-58.43850413,-34.65554754,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0050,2,2017-04-28,11:08:08,AUTOPISTA,9,SIN DATO,SIN DATO,MOTO - CARGAS,MOTO,CARGAS
2017-0051,1,2017-05-01,03:47:47,AUTOPISTA,7,SIN DATO,SIN DATO,AUTO - AUTO,AUTO,AUTO
2017-0052,1,2017-05-05,03:40:00,GRAL PAZ,8,-58.49413799,-34.68095739,PEATON - CARGAS,PEATON,CARGAS
2017-0053,1,2017-05-05,20:16:22,CALLE,4,-58.37547846,-34.65326075,MOTO - CARGAS,MOTO,CARGAS
2017-0054,1,2017-05-07,21:00:00,AVENIDA,15,-58.48680218,-34.58689719,MOTO - AUTO,MOTO,AUTO
2017-0055,1,2017-05-09,08:30:00,AVENIDA,12,-58.49563989,-34.57962262,AUTO - AUTO,AUTO,AUTO
2017-0058,1,2017-05-09,23:10:00,AVENIDA,1,-58.38403232,-34.59915940,PEATON - MOTO,PEATON,MOTO
2017-0059,1,2017-05-11,09:24:00,CALLE,1,-58.38223382,-34.62693865,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0060,1,2017-05-13,07:20:00,AVENIDA,8,-58.45966521,-34.67323292,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2017-0061,1,2017-05-15,13:29:30,AVENIDA,2,-58.39303911,-34.59871111,PEATON - MOTO,PEATON,MOTO
2017-0062,1,2017-05-15,16:00:00,AVENIDA,10,-58.51262106,-34.63395999,MOTO - CARGAS,MOTO,CARGAS
2017-0063,1,2017-05-17,10:13:00,AVENIDA,1,-58.38118367,-34.61646839,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0064,1,2017-05-20,05:00:00,CALLE,1,-58.37653284,-34.60582475,CARGAS - AUTO,CARGAS,AUTO
2017-0065,1,2017-05-22,16:00:00,AVENIDA,4,-58.37709334,-34.64035082,BICICLETA - CARGAS,BICICLETA,CARGAS
2017-0066,1,2017-05-22,18:10:00,AVENIDA,15,-58.46002142,-34.60409469,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0067,1,2017-05-23,02:45:00,AVENIDA,6,-58.43381970,-34.62801894,MOTO - CARGAS,MOTO,CARGAS
2017-0068,1,2017-05-27,19:50:00,AVENIDA,8,-58.43580656,-34.66437532,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2017-0069,1,2017-05-24,14:15:00,GRAL PAZ,9,-58.52173071,-34.65997463,MOTO - SIN DATO,MOTO,SIN DATO
2017-0070,1,2017-05-30,13:20:00,CALLE,11,-58.50791763,-34.59804273,PEATON - AUTO,PEATON,AUTO
2017-0072,1,2017-06-03,23:20:00,AVENIDA,12,-58.49175088,-34.58226957,AUTO - AUTO,AUTO,AUTO
2017-0073,1,2017-06-04,09:00:00,AVENIDA,3,-58.40781467,-34.60425669,MOTO - AUTO,MOTO,AUTO
2017-0074,1,2017-06-04,12:50:00,CALLE,9,-58.52567073,-34.63787791,SIN DATO - SIN DATO,SIN DATO,SIN DATO
2017-0075,1,2017-06-12,22:38:00,AVENIDA,1,-58.38154200,-34.60906385,PEATON - MOTO,PEATON,MOTO
2017-0076,1,2017-06-13,14:50:00,AVENIDA,2,-58.38526125,-34.57805810,PEATON - CARGAS,PEATON,CARGAS
2017-0077,1,2017-06-17,23:45:00,CALLE,14,-58.42934104,-34.58451712,MOTO - CARGAS,MOTO,CARGAS
2017-0079,1,2017-06-19,16:26:00,CALLE,3,-58.40657493,-34.61781124,MOTO - CARGAS,MOTO,CARGAS
2017-0080,1,2017-06-22,10:15:00,AVENIDA,9,-58.49525314,-34.64487785,PEATON - CARGAS,PEATON,CARGAS
2017-0082,1,2017-06-25,22:40:00,AVENIDA,4,-58.39092851,-34.62932696,PEATON - AUTO,PEATON,AUTO
2017-0083,1,2017-07-04,00:25:00,AVENIDA,9,-58.49603546,-34.64564271,MOTO - CARGAS,MOTO,CARGAS
2017-0084,1,2017-07-05,12:49:00,AVENIDA,2,-58.38502878,-34.58703485,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0085,1,2017-07-07,14:15:00,AVENIDA,4,-58.37261143,-34.63150425,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0086,1,2017-07-09,07:30:00,AVENIDA,9,-58.51876802,-34.63905965,PEATON - MOTO,PEATON,MOTO
2017-0087,1,2017-07-10,10:45:00,CALLE,3,-58.41095567,-34.61516101,PEATON - AUTO,PEATON,AUTO
2017-0088,1,2017-07-10,22:30:00,AVENIDA,1,-58.36797542,-34.62519403,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0089,1,2017-07-13,12:05:00,CALLE,9,-58.51514709,-34.64787051,SIN DATO - AUTO,SIN DATO,AUTO
2017-0090,1,2017-07-15,05:15:00,GRAL PAZ,11,-58.51925642,-34.59171721,PEATON - AUTO,PEATON,AUTO
2017-0091,1,2017-07-15,13:00:00,GRAL PAZ,12,-58.48671535,-34.54321216,MOTO - SIN DATO,MOTO,SIN DATO
2017-0092,1,2017-07-24,22:16:01,AUTOPISTA,1,-58.38268809,-34.62282019,PEATON - AUTO,PEATON,AUTO
2017-0093,1,2017-07-25,16:48:40,AUTOPISTA,13,-58.43633522,-34.54966288,PEATON - AUTO,PEATON,AUTO
2017-0094,1,2017-07-27,08:50:00,CALLE,10,-58.52640838,-34.61765855,BICICLETA - CARGAS,BICICLETA,CARGAS
2017-0095,1,2017-08-06,08:00:00,AVENIDA,14,-58.41894306,-34.59778875,MOTO - AUTO,MOTO,AUTO
2017-0096,1,2017-08-07,19:50:00,AVENIDA,13,-58.46756026,-34.54972741,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0098,1,2017-08-08,12:10:00,CALLE,7,-58.45715752,-34.63132912,PEATON - AUTO,PEATON,AUTO
2017-0099,1,2017-08-17,19:45:00,AVENIDA,14,-58.42406784,-34.56213916,BICICLETA - AUTO,BICICLETA,AUTO
2017-0100,1,2017-08-21,07:45:00,CALLE,3,-58.39674470,-34.61512051,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2017-0101,1,2017-08-23,10:00:00,AVENIDA,13,-58.44537508,-34.57084818,PEATON - MULTIPLE,PEATON,MULTIPLE
2017-0102,1,2017-08-24,01:10:00,AVENIDA,4,-58.40056767,-34.65107080,PEATON - CARGAS,PEATON,CARGAS
2017-0104,1,2017-08-25,09:00:00,AVENIDA,1,-58.38109568,-34.61853244,PEATON - CARGAS,PEATON,CARGAS
2017-0106,1,2017-08-31,19:50:00,CALLE,14,-58.42533612,-34.58035258,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0107,1,2017-09-01,11:30:00,AVENIDA,13,-58.46062311,-34.54395182,MOTO - CARGAS,MOTO,CARGAS
2017-0108,2,2017-09-02,04:53:08,GRAL PAZ,12,-58.49491054,-34.54795581,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2017-0109,1,2017-09-04,21:00:00,AVENIDA,7,-58.47130269,-34.63665402,MOTO - AUTO,MOTO,AUTO
2017-0110,1,2017-09-06,14:15:00,AVENIDA,1,-58.37048800,-34.60189492,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0111,1,2017-09-07,18:23:37,CALLE,4,-58.42023854,-34.64234110,PEATON - CARGAS,PEATON,CARGAS
2017-0112,2,2017-09-10,09:32:17,AUTOPISTA,7,-58.45807401,-34.63997430,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2017-0113,1,2017-09-11,06:30:00,AVENIDA,1,-58.37697717,-34.59573848,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0114,1,2017-09-15,02:30:00,AVENIDA,2,-58.39100580,-34.58498660,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2017-0115,1,2017-09-19,18:52:33,AVENIDA,5,-58.42182126,-34.63089661,MOTO - BICICLETA,MOTO,BICICLETA
2017-0116,1,2017-09-20,22:24:00,GRAL PAZ,12,-58.51389422,-34.58075791,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2017-0118,1,2017-09-22,07:02:09,AVENIDA,4,-58.37585415,-34.65232158,MOTO - AUTO,MOTO,AUTO
2017-0120,1,2017-10-02,15:55:33,AUTOPISTA,9,-58.47297505,-34.66245085,MOTO - CARGAS,MOTO,CARGAS
2017-0123,1,2017-10-10,01:05:38,AVENIDA,8,-58.46855503,-34.67216349,PEATON - AUTO,PEATON,AUTO
2017-0124,1,2017-10-12,14:40:28,CALLE,15,-58.44254033,-34.59185043,MOTO - PASAJEROS,MOTO,PASAJEROS
2017-0125,1,2017-10-13,06:12:20,AVENIDA,8,-58.46622247,-34.67926929,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2017-0126,2,2017-10-14,06:15:00,AVENIDA,8,-58.48003734,-34.68148508,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2017-0127,1,2017-10-16,07:45:00,AVENIDA,2,-58.41192137,-34.59800248,MOTO - MOTO,MOTO,MOTO
2017-0128,1,2017-10-17,12:30:00,CALLE,6,-58.44034689,-34.61349731,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0129,1,2017-10-26,19:15:15,AUTOPISTA,9,-58.47155277,-34.64925746,MOTO - PASAJEROS,MOTO,PASAJEROS
2017-0130,1,2017-10-27,05:30:00,AVENIDA,15,-58.47883099,-34.59967065,AUTO - CARGAS,AUTO,CARGAS
2017-0132,1,2017-10-30,14:00:00,AVENIDA,8,-58.46552171,-34.69374130,MOTO - PASAJEROS,MOTO,PASAJEROS
2017-0134,1,2017-11-06,18:00:00,AVENIDA,8,-58.44239720,-34.66777987,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0135,1,2017-11-07,12:14:10,AVENIDA,15,-58.47032551,-34.59626814,MOTO - CARGAS,MOTO,CARGAS
2017-0136,1,2017-11-16,08:43:00,AVENIDA,4,-58.41827843,-34.65522746,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0137,1,2017-11-17,11:45:00,AVENIDA,11,-58.51280715,-34.59279388,PEATON - CARGAS,PEATON,CARGAS
2017-0138,1,2017-11-19,10:30:00,AVENIDA,7,-58.46258582,-34.64385704,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2017-0139,1,2017-11-19,22:30:00,AVENIDA,8,-58.45064148,-34.68003614,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2017-0140,1,2017-11-19,23:22:17,AUTOPISTA,4,SIN DATO,SIN DATO,MOTO - PASAJEROS,MOTO,PASAJEROS
2017-0141,1,2017-11-23,19:45:00,AVENIDA,6,-58.42717783,-34.62513374,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0143,1,2017-11-25,21:45:00,CALLE,11,-58.46442001,-34.60724519,AUTO - PASAJEROS,AUTO,PASAJEROS
2017-0144,1,2017-11-26,06:45:00,GRAL PAZ,8,-58.47064556,-34.69843756,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2017-0145,1,2017-11-26,17:05:00,CALLE,5,-58.41677733,-34.61223119,MOTO - AUTO,MOTO,AUTO
2017-0147,1,2017-11-28,11:15:00,GRAL PAZ,9,-58.50251790,-34.67450313,MOTO - AUTO,MOTO,AUTO
2017-0148,1,2017-11-29,10:45:00,AVENIDA,3,-58.40708125,-34.62438894,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0149,1,2017-11-30,12:20:00,AVENIDA,1,-58.36947198,-34.61477051,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0150,1,2017-12-04,01:15:00,AVENIDA,9,-58.51140889,-34.63934531,PEATON - AUTO,PEATON,AUTO
2017-0151,1,2017-12-04,02:15:00,CALLE,4,-58.37460912,-34.65559133,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0152,1,2017-12-06,17:30:00,CALLE,4,-58.41146277,-34.65073916,BICICLETA - PASAJEROS,BICICLETA,PASAJEROS
2017-0153,2,2017-12-11,02:00:00,AVENIDA,6,-58.42855267,-34.61829385,MOTO - PASAJEROS,MOTO,PASAJEROS
2017-0154,1,2017-12-11,09:15:00,AVENIDA,4,-58.39035581,-34.63412287,PEATON - PASAJEROS,PEATON,PASAJEROS
2017-0155,1,2017-12-12,21:25:41,AVENIDA,7,-58.45593915,-34.62656868,SIN DATO - MOTO,SIN DATO,MOTO
2017-0157,1,2017-12-17,09:02:00,GRAL PAZ,9,-58.52866211,-34.64597065,AUTO - PASAJEROS,AUTO,PASAJEROS
2017-0158,1,2017-12-18,21:30:00,GRAL PAZ,11,-58.52037476,-34.59407024,MOTO - AUTO,MOTO,AUTO
2017-0159,1,2017-12-20,04:31:27,AVENIDA,1,-58.38896772,-34.61799615,MOTO - AUTO,MOTO,AUTO
2017-0160,1,2017-12-22,13:15:00,AVENIDA,7,-58.47074114,-34.62771756,PEATON - MOTO,PEATON,MOTO
2017-0161,1,2017-12-26,15:30:00,AVENIDA,9,-58.48200819,-34.65969965,PEATON - AUTO,PEATON,AUTO
2018-0001,1,2018-01-01,22:50:00,AVENIDA,3,-58.39536773,-34.62297346,PEATON - MOTO,PEATON,MOTO
2018-0002,1,2018-01-03,16:40:00,CALLE,1,-58.37456088,-34.61895467,BICICLETA - PASAJEROS,BICICLETA,PASAJEROS
2018-0003,1,2018-01-05,10:12:00,AVENIDA,15,-58.44860217,-34.60395657,PEATON - MULTIPLE,PEATON,MULTIPLE
2018-0004,1,2018-01-09,09:40:00,AVENIDA,13,-58.46129513,-34.54332766,MOTO - MULTIPLE,MOTO,MULTIPLE
2018-0005,1,2018-01-09,22:30:00,AVENIDA,1,-58.36907201,-34.61953517,PEATON - PASAJEROS,PEATON,PASAJEROS
2018-0006,1,2018-01-10,21:15:00,CALLE,6,-58.44062219,-34.62499107,BICICLETA - PASAJEROS,BICICLETA,PASAJEROS
2018-0007,1,2018-01-11,02:30:00,AUTOPISTA,9,-58.52502765,-34.63601265,AUTO - AUTO,AUTO,AUTO
2018-0008,1,2018-01-12,17:50:00,AVENIDA,1,-58.36659655,-34.61687778,MOTO - CARGAS,MOTO,CARGAS
2018-0009,1,2018-01-14,02:00:00,AVENIDA,4,-58.36737389,-34.62763661,MOTO - MOTO,MOTO,MOTO
2018-0010,1,2018-01-18,05:10:00,CALLE,10,-58.49807953,-34.63038658,MOTO - CARGAS,MOTO,CARGAS
2018-0011,1,2018-01-19,10:30:00,AVENIDA,2,-58.39092703,-34.59088447,PEATON - PASAJEROS,PEATON,PASAJEROS
2018-0012,1,2018-01-26,13:30:00,CALLE,8,-58.46912006,-34.68049201,MOTO - PASAJEROS,MOTO,PASAJEROS
2018-0013,1,2018-01-28,08:15:00,AVENIDA,12,-58.48661286,-34.56786129,MOTO - AUTO,MOTO,AUTO
2018-0014,1,2018-01-31,20:00:00,AVENIDA,7,-58.44074927,-34.65080597,PEATON - MOTO,PEATON,MOTO
2018-0015,2,2018-02-06,01:00:00,AVENIDA,4,-58.38636298,-34.64684275,MOTO - PASAJEROS,MOTO,PASAJEROS
2018-0016,1,2018-02-15,10:15:00,AVENIDA,1,-58.37533517,-34.59276462,MOTO - CARGAS,MOTO,CARGAS
2018-0017,1,2018-02-17,04:15:00,AVENIDA,7,-58.46963952,-34.63070603,PEATON - AUTO,PEATON,AUTO
2018-0018,1,2018-02-17,07:15:00,CALLE,4,-58.37207554,-34.64543658,MOTO - CARGAS,MOTO,CARGAS
2018-0019,1,2018-02-17,12:30:00,AVENIDA,2,-58.39189441,-34.59176378,PEATON - PASAJEROS,PEATON,PASAJEROS
2018-0020,1,2018-02-19,22:00:00,AUTOPISTA,8,-58.45012957,-34.66518343,MOTO - CARGAS,MOTO,CARGAS
2018-0021,1,2018-02-22,10:45:00,AVENIDA,4,-58.40184094,-34.64546845,PEATON - PASAJEROS,PEATON,PASAJEROS
2018-0022,1,2018-02-24,00:00:00,AVENIDA,4,-58.37441153,-34.63966783,MOTO - CARGAS,MOTO,CARGAS
2018-0023,1,2018-02-24,06:00:00,CALLE,6,-58.44110156,-34.62082399,MOTO - AUTO,MOTO,AUTO
2018-0024,1,2018-02-28,23:00:00,AVENIDA,15,-58.47087351,-34.57827342,PEATON - CARGAS,PEATON,CARGAS
2018-0025,1,2018-03-04,22:30:00,AVENIDA,7,-58.45962210,-34.62245140,PEATON - AUTO,PEATON,AUTO
2018-0026,2,2018-03-09,04:45:00,AVENIDA,4,-58.41657793,-34.65476216,MOVIL - CARGAS,MOVIL,CARGAS
2018-0027,1,2018-03-11,23:00:00,CALLE,5,-58.41911301,-34.63722107,PEATON - MOTO,PEATON,MOTO
2018-0028,1,2018-03-13,15:45:00,AVENIDA,9,-58.47120586,-34.64251042,PEATON - CARGAS,PEATON,CARGAS
2018-0029,1,2018-03-15,18:00:00,AVENIDA,11,-58.47418944,-34.62049672,MOTO - AUTO,MOTO,AUTO
2018-0030,1,2018-03-20,01:30:00,AVENIDA,15,-58.46720441,-34.57905579,MOTO - MOTO,MOTO,MOTO
2018-0031,1,2018-03-28,10:15:00,AVENIDA,11,-58.46909362,-34.61779710,MOTO - CARGAS,MOTO,CARGAS
2018-0032,1,2018-04-02,13:00:00,AVENIDA,13,-58.44704343,-34.56888640,PEATON - PASAJEROS,PEATON,PASAJEROS
2018-0033,1,2018-04-07,07:30:00,AVENIDA,10,-58.50535541,-34.62902048,MOTO - CARGAS,MOTO,CARGAS
2018-0034,1,2018-04-11,18:15:00,AVENIDA,2,-58.40021675,-34.59522198,PEATON - PASAJEROS,PEATON,PASAJEROS
2018-0035,1,2018-04-12,16:45:00,AVENIDA,7,-58.46325991,-34.62919627,PEATON - PASAJEROS,PEATON,PASAJEROS
2018-0036,1,2018-04-13,23:15:00,AVENIDA,15,-58.49471482,-34.59694755,MOTO - AUTO,MOTO,AUTO
2018-0037,1,2018-04-18,18:45:00,AVENIDA,2,-58.39872610,-34.59975962,PEATON - CARGAS,PEATON,CARGAS
2018-0038,2,2018-04-20,17:10:00,AVENIDA,1,-58.38872177,-34.60885045,PEATON - AUTO,PEATON,AUTO
2018-0039,1,2018-04-21,22:15:00,AUTOPISTA,14,SIN DATO,SIN DATO,PEATON - AUTO,PEATON,AUTO
2018-0040,1,2018-04-27,11:00:00,CALLE,13,-58.45686132,-34.57305993,PEATON - CARGAS,PEATON,CARGAS
2018-0041,1,2018-04-27,13:30:00,AVENIDA,4,-58.42281627,-34.64282424,PEATON - PASAJEROS,PEATON,PASAJEROS
2018-0042,1,2018-04-27,18:43:00,CALLE,4,-58.38666024,-34.63953396,MOTO - CARGAS,MOTO,CARGAS
2018-0043,1,2018-04-28,06:30:00,AVENIDA,11,-58.49122843,-34.61207587,MOTO - AUTO,MOTO,AUTO
2018-0044,1,2018-04-28,09:00:00,AVENIDA,3,-58.40098306,-34.61866627,PEATON - AUTO,PEATON,AUTO
2018-0045,1,2018-04-30,07:00:00,AVENIDA,13,-58.45448963,-34.57916920,AUTO - CARGAS,AUTO,CARGAS
2018-0046,1,2018-05-02,03:15:00,GRAL PAZ,9,-58.52927982,-34.63931752,PEATON - AUTO,PEATON,AUTO
2018-0047,1,2018-05-08,19:00:00,AVENIDA,15,-58.44759966,-34.59170240,PEATON - PASAJEROS,PEATON,PASAJEROS
2018-0048,1,2018-05-09,10:30:00,AVENIDA,7,-58.46411215,-34.62925068,PEATON - PASAJEROS,PEATON,PASAJEROS
2018-0049,1,2018-05-11,19:15:00,CALLE,13,-58.46213220,-34.55395823,PEATON - AUTO,PEATON,AUTO
2018-0050,1,2018-05-14,18:45:00,AVENIDA,13,-58.45669422,-34.56203610,PEATON - PASAJEROS,PEATON,PASAJEROS
2018-0051,1,2018-05-15,21:15:00,CALLE,4,-58.35977160,-34.64341878,PEATON - AUTO,PEATON,AUTO
2018-0052,1,2018-05-18,20:30:00,AVENIDA,15,-58.49820145,-34.59070093,PEATON - PASAJEROS,PEATON,PASAJEROS
2018-0053,1,2018-05-20,02:30:00,CALLE,3,-58.41059280,-34.59939180,MOTO - AUTO,MOTO,AUTO
2018-0054,1,2018-05-22,11:15:00,CALLE,12,-58.47969138,-34.57121563,PEATON - BICICLETA,PEATON,BICICLETA
2018-0055,1,2018-05-29,07:30:00,AVENIDA,3,-58.40351561,-34.61883916,MOTO - AUTO,MOTO,AUTO
2018-0056,1,2018-06-02,13:00:00,AVENIDA,9,-58.51973844,-34.63918987,PEATON - PASAJEROS,PEATON,PASAJEROS
2018-0057,1,2018-06-03,03:30:00,CALLE,3,-58.39311376,-34.62163006,MOTO - PASAJEROS,MOTO,PASAJEROS
2018-0058,1,2018-06-03,06:30:00,AVENIDA,15,-58.43531242,-34.59082159,MOTO - AUTO,MOTO,AUTO
2018-0059,1,2018-06-08,06:20:00,AVENIDA,5,-58.41178165,-34.63035454,MOTO - OTRO,MOTO,OTRO
2018-0060,1,2018-06-08,12:50:00,AVENIDA,1,-58.37048800,-34.60189492,PEATON - PASAJEROS,PEATON,PASAJEROS
2018-0061,1,2018-06-10,11:15:00,CALLE,3,-58.39883882,-34.61964833,MOTO - MOTO,MOTO,MOTO
2018-0062,1,2018-06-14,01:00:00,CALLE,6,-58.44110156,-34.62082399,PEATON - CARGAS,PEATON,CARGAS
2018-0063,1,2018-06-16,21:15:00,AVENIDA,1,-58.37093138,-34.59952725,PEATON - PASAJEROS,PEATON,PASAJEROS
2018-0064,1,2018-06-25,01:15:00,AVENIDA,7,-58.45855262,-34.63953253,AUTO - CARGAS,AUTO,CARGAS
2018-0065,1,2018-06-26,17:30:00,CALLE,1,-58.38161909,-34.59283447,MOTO - CARGAS,MOTO,CARGAS
2018-0066,1,2018-06-28,11:00:00,AVENIDA,15,-58.45511899,-34.58698157,PEATON - PASAJEROS,PEATON,PASAJEROS
2018-0067,1,2018-06-29,16:15:00,AVENIDA,4,-58.37724226,-34.62973033,PASAJEROS - AUTO,PASAJEROS,AUTO
2018-0068,1,2018-07-01,09:00:00,AVENIDA,7,-58.45546217,-34.62930339,MOTO - AUTO,MOTO,AUTO
2018-0069,1,2018-07-04,21:45:00,AVENIDA,2,-58.39897064,-34.59954925,BICICLETA - PASAJEROS,BICICLETA,PASAJEROS
2018-0070,1,2018-07-07,15:45:00,CALLE,3,-58.40917826,-34.62126274,MOTO - PASAJEROS,MOTO,PASAJEROS
2018-0071,1,2018-07-10,17:50:00,AVENIDA,1,-58.36726348,-34.61099738,MOTO - CARGAS,MOTO,CARGAS
