Id_hecho,N_VICTIMAS,FECHA,HORA,TIPO_DE_CALLE,COMUNA,LONGITUD,LATITUD,PARTICIPANTES,VICTIMA,ACUSADO
2020-0002,1,2020-01-05,20:00:00,AVENIDA,7,-58.45019436,-34.64646409,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2020-0003,1,2020-01-11,06:00:00,AVENIDA,3,-58.39337644,-34.60927582,PEATON - AUTO,PEATON,AUTO
2020-0004,1,2020-01-14,21:40:00,AVENIDA,1,-58.39055614,-34.60919284,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0005,1,2020-01-14,06:00:00,AVENIDA,3,-58.41036975,-34.62477021,MOTO - PASAJEROS,MOTO,PASAJEROS
2020-0006,1,2020-01-20,12:55:00,AVENIDA,8,-58.44925765,-34.65412546,MOTO - CARGAS,MOTO,CARGAS
2020-0007,1,2020-01-27,00:37:00,CALLE,1,-58.38156850,-34.61648696,PEATON - MOTO,PEATON,MOTO
2020-0008,1,2020-01-30,07:10:00,AVENIDA,2,-58.40662899,-34.59804521,MOTO - CARGAS,MOTO,CARGAS
2020-0009,1,2020-02-04,14:50:00,CALLE,5,-58.41985649,-34.60600850,PEATON - AUTO,PEATON,AUTO
2020-0010,1,2020-02-08,05:45:00,AVENIDA,1,-58.38099833,-34.62214953,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2020-0011,1,2020-02-12,11:29:00,CALLE,5,-58.41803309,-34.61823178,MOTO - CARGAS,MOTO,CARGAS
2020-0012,1,2020-02-18,21:00:00,CALLE,3,-58.40604003,-34.61783553,PEATON - MOTO,PEATON,MOTO
2020-0013,1,2020-02-20,12:00:00,AVENIDA,15,-58.47549929,-34.57994061,PEATON - MOTO,PEATON,MOTO
2020-0014,1,2020-02-27,02:14:00,CALLE,11,-58.51398484,-34.61600366,MOTO - PASAJEROS,MOTO,PASAJEROS
2020-0015,1,2020-02-28,14:30:00,AVENIDA,1,-58.36797542,-34.62519403,MOTO - PASAJEROS,MOTO,PASAJEROS
2020-0016,1,2020-02-29,13:00:00,AVENIDA,1,-58.37133616,-34.59879316,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0017,1,2020-03-05,23:00:00,AVENIDA,3,-58.39613805,-34.61413568,PEATON - AUTO,PEATON,AUTO
2020-0018,1,2020-03-09,14:00:00,AVENIDA,13,-58.44903073,-34.54200276,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2020-0019,1,2020-03-10,21:00:00,CALLE,5,-58.41972364,-34.62846670,PEATON - AUTO,PEATON,AUTO
2020-0020,1,2020-03-13,17:30:00,AVENIDA,3,-58.40571596,-34.60557123,PEATON - MOTO,PEATON,MOTO
2020-0021,1,2020-03-14,16:50:00,CALLE,2,-58.41451590,-34.59488319,PEATON - AUTO,PEATON,AUTO
2020-0022,1,2020-04-07,06:15:00,AUTOPISTA,9,-58.47297505,-34.66245085,AUTO - CARGAS,AUTO,CARGAS
2020-0023,1,2020-04-09,18:42:00,AVENIDA,4,-58.35791192,-34.63695178,AUTO - CARGAS,AUTO,CARGAS
2020-0024,1,2020-04-24,07:58:00,CALLE,9,-58.50801713,-34.65177305,AUTO - AUTO,AUTO,AUTO
2020-0025,1,2020-05-12,05:35:00,AVENIDA,3,-58.40258477,-34.60975108,PEATON - AUTO,PEATON,AUTO
2020-0026,1,2020-05-17,06:40:00,AUTOPISTA,14,SIN DATO,SIN DATO,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2020-0027,1,2020-05-18,08:00:00,AVENIDA,8,-58.48267426,-34.68454456,PEATON - CARGAS,PEATON,CARGAS
2020-0028,1,2020-05-19,10:00:00,AVENIDA,15,-58.44248936,-34.60221948,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0029,1,2020-06-10,14:00:00,GRAL PAZ,9,-58.52909134,-34.63886726,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0030,1,2020-06-16,15:00:00,AVENIDA,6,-58.45158942,-34.60646580,MOTO - MULTIPLE,MOTO,MULTIPLE
2020-0031,1,2020-06-30,08:00:00,AVENIDA,9,-58.49344309,-34.65788529,MOTO - CARGAS,MOTO,CARGAS
2020-0032,1,2020-07-10,23:00:00,AVENIDA,15,-58.44259166,-34.59635137,MOTO - AUTO,MOTO,AUTO
2020-0033,1,2020-07-19,06:25:00,GRAL PAZ,13,-58.46743471,-34.53476874,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2020-0034,1,2020-08-02,03:20:00,CALLE,3,-58.41178158,-34.60922259,PEATON - AUTO,PEATON,AUTO
2020-0035,1,2020-08-04,05:30:00,AUTOPISTA,7,-58.45068621,-34.63638927,MOTO - PASAJEROS,MOTO,PASAJEROS
2020-0036,1,2020-08-07,18:40:00,AVENIDA,14,-58.42016954,-34.58778790,PEATON - MOTO,PEATON,MOTO
2020-0037,1,2020-08-29,04:30:00,AVENIDA,8,-58.43850413,-34.65554754,PEATON - AUTO,PEATON,AUTO
2020-0038,2,2020-08-30,04:00:00,AVENIDA,14,-58.40617526,-34.58345898,AUTO - AUTO,AUTO,AUTO
2020-0039,1,2020-09-01,19:17:42,CALLE,9,SIN DATO,SIN DATO,PEATON - CARGAS,PEATON,CARGAS
2020-0040,1,2020-09-12,03:30:00,AVENIDA,2,-58.38526125,-34.57805810,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2020-0041,1,2020-09-28,01:45:00,AVENIDA,7,-58.44750470,-34.63491705,MOTO - PASAJEROS,MOTO,PASAJEROS
2020-0042,1,2020-09-29,17:10:00,AVENIDA,8,-58.46745752,-34.68192648,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0043,1,2020-09-30,17:20:00,AVENIDA,1,-58.37202621,-34.59717942,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0044,1,2020-10-05,00:20:00,AVENIDA,6,-58.42779702,-34.62207347,AUTO - AUTO,AUTO,AUTO
2020-0045,1,2020-10-19,03:00:00,GRAL PAZ,8,-58.46244952,-34.70524971,AUTO - CARGAS,AUTO,CARGAS
2020-0046,1,2020-10-27,21:00:00,AVENIDA,11,-58.48440160,-34.60776782,MOTO - MOTO,MOTO,MOTO
2020-0047,1,2020-10-27,14:00:00,AUTOPISTA,9,-58.46668375,-34.65174801,PEATON - CARGAS,PEATON,CARGAS
2020-0048,1,2020-10-29,20:20:00,AVENIDA,15,-58.44958780,-34.59322448,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2020-0049,1,2020-10-30,20:00:00,AVENIDA,1,-58.37533517,-34.59276462,PEATON - AUTO,PEATON,AUTO
2020-0050,1,2020-11-01,22:00:00,AVENIDA,14,-58.42525456,-34.57866344,PEATON - MOTO,PEATON,MOTO
2020-0051,1,2020-11-05,00:40:00,AVENIDA,10,-58.48493828,-34.62981124,MOTO - AUTO,MOTO,AUTO
2020-0052,1,2020-11-07,06:50:00,AVENIDA,3,-58.40480504,-34.60183884,BICICLETA - CARGAS,BICICLETA,CARGAS
2020-0053,1,2020-11-09,03:30:00,AVENIDA,4,-58.41125934,-34.65417740,AUTO - AUTO,AUTO,AUTO
2020-0054,1,2020-11-19,09:00:00,CALLE,4,-58.39956546,-34.62977080,BICICLETA - AUTO,BICICLETA,AUTO
2020-0055,1,2020-11-19,12:30:00,AVENIDA,12,-58.49005682,-34.57868970,PEATON - CARGAS,PEATON,CARGAS
2020-0056,1,2020-11-21,13:00:00,GRAL PAZ,8,-58.47064556,-34.69843756,MOTO - CARGAS,MOTO,CARGAS
2020-0057,1,2020-11-23,07:45:00,AVENIDA,11,-58.47501560,-34.61945902,PEATON - AUTO,PEATON,AUTO
2020-0058,1,2020-11-24,16:00:00,AVENIDA,10,-58.48727942,-34.63652467,PEATON - AUTO,PEATON,AUTO
2020-0059,1,2020-12-01,06:35:00,CALLE,1,-58.37951690,-34.62794241,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0060,1,2020-12-03,20:30:00,AVENIDA,9,-58.47750832,-34.65672199,PEATON - MOTO,PEATON,MOTO
2020-0061,1,2020-12-03,14:40:00,AUTOPISTA,13,-58.44927253,-34.54048625,MOTO - CARGAS,MOTO,CARGAS
2020-0062,1,2020-12-04,17:19:00,CALLE,3,-58.39246272,-34.61253541,BICICLETA - PASAJEROS,BICICLETA,PASAJEROS
2020-0063,2,2020-12-05,07:10:00,CALLE,11,-58.52783814,-34.61047001,PEATON_MOTO - MOTO,PEATON_MOTO,MOTO
2020-0065,1,2020-12-05,16:00:00,GRAL PAZ,12,-58.49332664,-34.54836855,MOTO - AUTO,MOTO,AUTO
2020-0066,1,2020-12-07,04:30:00,AUTOPISTA,10,-58.50178784,-34.63593897,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2020-0067,1,2020-12-11,22:00:00,AVENIDA,4,-58.41657793,-34.65476216,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0068,1,2020-12-12,20:30:00,AVENIDA,2,-58.39731474,-34.58307887,MOTO - AUTO,MOTO,AUTO
2020-0069,1,2020-12-15,05:20:00,AVENIDA,1,-58.38746381,-34.61790839,MOTO - PASAJEROS,MOTO,PASAJEROS
2020-0070,1,2020-12-17,15:35:00,AVENIDA,2,-58.39189441,-34.59176378,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0071,1,2020-12-17,23:00:00,AVENIDA,7,-58.46749188,-34.63551751,PEATON - AUTO,PEATON,AUTO
2020-0072,1,2020-12-19,03:30:00,AVENIDA,3,-58.40280471,-34.62113271,BICICLETA - AUTO,BICICLETA,AUTO
2020-0073,1,2020-12-20,07:40:00,AVENIDA,8,-58.44451316,-34.68475866,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2020-0074,1,2020-12-20,21:00:00,AVENIDA,7,-58.47110424,-34.62742408,AUTO - AUTO,AUTO,AUTO
2020-0075,1,2020-12-23,14:00:00,AVENIDA,1,-58.38220928,-34.60373898,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0076,1,2020-12-24,12:30:00,AVENIDA,10,-58.49794468,-34.61565025,AUTO - PASAJEROS,AUTO,PASAJEROS
2020-0077,2,2020-12-25,06:40:00,AVENIDA,15,-58.47220945,-34.60111373,MOTO - AUTO,MOTO,AUTO
2020-0078,1,2020-12-25,05:50:00,CALLE,7,-58.43706741,-34.63217813,BICICLETA - PASAJEROS,BICICLETA,PASAJEROS
2020-0079,1,2020-12-27,04:15:00,GRAL PAZ,12,-58.49332664,-34.54836855,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0001,1,2021-01-06,18:00:00,AUTOPISTA,1,-58.37960727,-34.62622851,MOTO - AUTO,MOTO,AUTO
2021-0002,1,2021-01-07,10:20:00,AVENIDA,9,-58.51061062,-34.64972472,MOTO - CARGAS,MOTO,CARGAS
2021-0003,1,2021-01-10,07:40:00,AUTOPISTA,7,-58.43052224,-34.62941648,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0004,1,2021-01-11,09:12:18,AVENIDA,5,-58.41455544,-34.63866836,PEATON - CARGAS,PEATON,CARGAS
2021-0005,1,2021-01-11,21:30:00,AVENIDA,9,-58.46774439,-34.64730145,PEATON - AUTO,PEATON,AUTO
2021-0006,1,2021-01-12,21:00:00,AUTOPISTA,14,-58.40786274,-34.56726817,MOTO - CARGAS,MOTO,CARGAS
2021-0007,1,2021-01-18,10:00:00,AVENIDA,15,-58.48744301,-34.58622275,MOTO - MOTO,MOTO,MOTO
2021-0008,1,2021-01-22,23:30:00,AVENIDA,4,-58.41657793,-34.65476216,PEATON - PASAJEROS,PEATON,PASAJEROS
2021-0009,1,2021-01-23,05:30:00,AVENIDA,6,-58.45351111,-34.61134937,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0010,1,2021-01-23,08:00:00,GRAL PAZ,12,-58.50073810,-34.54979510,MOTO - AUTO,MOTO,AUTO
2021-0011,1,2021-01-27,01:04:26,AVENIDA,2,-58.39144148,-34.59564871,PEATON - AUTO,PEATON,AUTO
2021-0012,1,2021-01-29,20:07:22,AUTOPISTA,8,-58.48191128,-34.68385968,PEATON - AUTO,PEATON,AUTO
2021-0013,1,2021-01-31,06:10:00,AVENIDA,10,-58.48727942,-34.63652467,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0014,1,2021-02-02,00:50:00,AVENIDA,15,-58.48328708,-34.59779521,PEATON - AUTO,PEATON,AUTO
2021-0015,1,2021-02-06,03:05:00,AVENIDA,15,-58.49018543,-34.59724990,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0016,1,2021-02-14,05:50:00,AVENIDA,8,-58.47230127,-34.68482689,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2021-0017,1,2021-02-17,04:10:00,AVENIDA,1,-58.38262614,-34.63168269,MOTO - PASAJEROS,MOTO,PASAJEROS
2021-0018,1,2021-02-20,19:00:00,CALLE,3,-58.41047268,-34.60793518,PEATON - AUTO,PEATON,AUTO
2021-0019,1,2021-02-21,01:20:00,AVENIDA,12,-58.49659234,-34.56353635,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0020,1,2021-02-21,15:00:00,CALLE,5,-58.42462955,-34.60727189,PEATON - CARGAS,PEATON,CARGAS
2021-0021,1,2021-02-26,05:30:00,CALLE,3,-58.41168345,-34.61185625,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0022,1,2021-02-28,12:00:00,AVENIDA,13,-58.45157681,-34.55217303,PASAJEROS - SIN DATO,PASAJEROS,SIN DATO
2021-0023,1,2021-03-01,09:20:00,AUTOPISTA,4,SIN DATO,SIN DATO,MOTO - CARGAS,MOTO,CARGAS
2021-0024,1,2021-03-03,16:30:00,AVENIDA,9,-58.49573651,-34.67006054,BICICLETA - CARGAS,BICICLETA,CARGAS
2021-0025,1,2021-03-11,03:45:00,GRAL PAZ,8,-58.48695354,-34.68795245,MOTO - OTRO,MOTO,OTRO
2021-0026,1,2021-03-15,02:35:00,AUTOPISTA,4,-58.37562539,-34.64449357,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0027,1,2021-03-16,15:30:00,GRAL PAZ,12,-58.49491054,-34.54795581,MOTO - CARGAS,MOTO,CARGAS
2021-0028,1,2021-03-29,17:20:00,AVENIDA,7,-58.44147621,-34.64357704,PEATON - PASAJEROS,PEATON,PASAJEROS
2021-0029,1,2021-03-31,18:05:00,AVENIDA,7,-58.46899119,-34.63215432,AUTO - AUTO,AUTO,AUTO
2021-0030,1,2021-04-03,18:30:00,CALLE,4,-58.38685612,-34.63455776,PEATON - PASAJEROS,PEATON,PASAJEROS
2021-0031,1,2021-04-07,10:29:00,AVENIDA,1,-58.38113667,-34.61765323,PEATON - CARGAS,PEATON,CARGAS
2021-0032,1,2021-04-10,19:55:00,AUTOPISTA,13,-58.44112678,-34.54538956,PEATON - MOTO,PEATON,MOTO
2021-0033,1,2021-04-14,17:50:00,AUTOPISTA,5,-58.41595919,-34.62743346,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2021-0034,1,2021-04-19,14:40:00,AVENIDA,4,-58.40184094,-34.64546845,MOTO - CARGAS,MOTO,CARGAS
2021-0035,1,2021-05-03,09:20:00,AVENIDA,8,-58.44642231,-34.65679806,MOTO - CARGAS,MOTO,CARGAS
2021-0036,1,2021-05-09,06:00:00,GRAL PAZ,11,-58.52340614,-34.59798754,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0037,1,2021-05-11,07:10:00,AVENIDA,13,-58.46649069,-34.56219075,PEATON - PASAJEROS,PEATON,PASAJEROS
2021-0038,1,2021-05-14,11:40:00,AVENIDA,14,-58.42653328,-34.57816791,MOTO - CARGAS,MOTO,CARGAS
2021-0039,1,2021-05-15,12:09:00,AVENIDA,9,-58.50407099,-34.65303372,BICICLETA - AUTO,BICICLETA,AUTO
2021-0040,1,2021-05-20,05:50:00,GRAL PAZ,13,-58.46743471,-34.53476874,MOTO - AUTO,MOTO,AUTO
2021-0041,1,2021-05-20,08:30:00,AVENIDA,14,-58.40986646,-34.57728060,PEATON - PASAJEROS,PEATON,PASAJEROS
2021-0042,1,2021-05-21,05:00:00,AVENIDA,9,-58.51739138,-34.63931792,PEATON - PASAJEROS,PEATON,PASAJEROS
2021-0043,1,2021-05-22,18:26:00,AVENIDA,9,-58.50719962,-34.65556223,PEATON - AUTO,PEATON,AUTO
2021-0044,1,2021-05-25,02:00:00,AVENIDA,9,-58.46712311,-34.64600222,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0045,1,2021-05-26,17:24:00,AUTOPISTA,4,-58.37709334,-34.64035082,MOTO - MULTIPLE,MOTO,MULTIPLE
2021-0046,1,2021-05-31,02:00:00,AVENIDA,15,-58.46033141,-34.58569883,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2021-0047,1,2021-06-02,16:00:00,AVENIDA,4,-58.42190745,-34.65633192,MOTO - AUTO,MOTO,AUTO
2021-0048,1,2021-06-03,09:58:00,AVENIDA,12,-58.49026573,-34.56981410,BICICLETA - AUTO,BICICLETA,AUTO
2021-0049,1,2021-06-03,20:30:00,AVENIDA,8,-58.45410344,-34.66902702,AUTO - AUTO,AUTO,AUTO
2021-0050,1,2021-06-10,13:30:00,AVENIDA,13,-58.44751621,-34.55719892,MOTO - PASAJEROS,MOTO,PASAJEROS
2021-0051,1,2021-06-15,19:20:00,AVENIDA,4,-58.42040352,-34.66005171,PEATON - CARGAS,PEATON,CARGAS
2021-0052,1,2021-06-20,05:40:00,GRAL PAZ,8,-58.49530249,-34.68010798,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0053,1,2021-06-20,12:00:00,AVENIDA,15,-58.44399875,-34.59477360,PEATON - BICICLETA,PEATON,BICICLETA
2021-0054,1,2021-06-22,14:44:00,CALLE,4,-58.42759813,-34.65463857,MOTO - CARGAS,MOTO,CARGAS
2021-0055,1,2021-06-29,12:20:00,AVENIDA,3,-58.40547222,-34.60456293,MOTO - CARGAS,MOTO,CARGAS
2021-0056,1,2021-07-09,23:25:00,AVENIDA,4,-58.42473018,-34.65008280,BICICLETA - AUTO,BICICLETA,AUTO
2021-0057,1,2021-07-10,23:30:00,AUTOPISTA,2,-58.39257023,-34.57563957,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2021-0058,1,2021-07-21,00:40:00,GRAL PAZ,12,-58.48941042,-34.54596153,PEATON - AUTO,PEATON,AUTO
2021-0059,1,2021-07-22,01:20:00,AVENIDA,3,-58.39640740,-34.62783085,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2021-0060,1,2021-07-22,12:30:00,AVENIDA,5,-58.41971993,-34.61112240,PEATON - PASAJEROS,PEATON,PASAJEROS
2021-0061,1,2021-07-24,09:15:00,AVENIDA,4,-58.40544588,-34.65012801,PEATON - CARGAS,PEATON,CARGAS
2021-0062,1,2021-07-27,07:16:00,AVENIDA,4,-58.42003882,-34.64645957,AUTO - CARGAS,AUTO,CARGAS
2021-0063,1,2021-08-02,04:40:00,AVENIDA,7,-58.46851293,-34.63348678,AUTO - AUTO,AUTO,AUTO
2021-0064,1,2021-08-02,20:00:00,GRAL PAZ,9,-58.52931141,-34.65422917,PEATON - CARGAS,PEATON,CARGAS
2021-0065,1,2021-08-06,08:30:00,AVENIDA,6,-58.42675754,-34.62699730,PEATON - PASAJEROS,PEATON,PASAJEROS
2021-0066,1,2021-08-06,20:00:00,AVENIDA,11,-58.52933723,-34.61098186,PEATON - PASAJEROS,PEATON,PASAJEROS
2021-0067,1,2021-08-08,09:29:00,AUTOPISTA,1,-58.37910943,-34.62764718,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0068,1,2021-08-15,06:10:00,AVENIDA,11,-58.52161176,-34.61164474,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0069,1,2021-08-20,17:15:00,AVENIDA,14,-58.41354692,-34.58697680,PEATON - AUTO,PEATON,AUTO
2021-0070,1,2021-08-28,08:30:00,AVENIDA,8,-58.43960781,-34.65470804,MOTO - CARGAS,MOTO,CARGAS
2021-0071,1,2021-08-31,16:00:00,CALLE,3,-58.40454610,-34.60003693,PEATON - MOTO,PEATON,MOTO
2021-0072,1,2021-09-01,19:10:00,AVENIDA,2,-58.39303911,-34.59871111,PEATON - AUTO,PEATON,AUTO
2021-0073,1,2021-09-18,12:20:00,AVENIDA,2,-58.39391034,-34.58405348,BICICLETA - AUTO,BICICLETA,AUTO
2021-0074,1,2021-09-20,15:00:00,GRAL PAZ,12,-58.50073810,-34.54979510,MOTO - MULTIPLE,MOTO,MULTIPLE
2021-0075,1,2021-09-21,14:30:00,CALLE,1,-58.38281301,-34.62786038,PEATON - CARGAS,PEATON,CARGAS
2021-0076,1,2021-10-16,06:15:00,AVENIDA,7,-58.43980799,-34.65094083,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0077,1,2021-10-18,07:20:00,AVENIDA,6,-58.44402387,-34.62933109,MOTO - CARGAS,MOTO,CARGAS
2021-0078,1,2021-10-23,06:35:00,AVENIDA,6,-58.42779702,-34.62207347,MOTO - PASAJEROS,MOTO,PASAJEROS
2021-0079,1,2021-10-25,03:30:00,CALLE,3,-58.40944147,-34.60097942,PEATON - AUTO,PEATON,AUTO
2021-0080,1,2021-10-28,16:16:00,AVENIDA,1,-58.38277479,-34.59430160,MOTO - AUTO,MOTO,AUTO
2021-0081,1,2021-11-02,13:35:00,AUTOPISTA,4,-58.37627355,-34.63800916,MOTO - CARGAS,MOTO,CARGAS
2021-0082,1,2021-11-06,04:39:00,AUTOPISTA,3,-58.39591856,-34.62453459,MOTO - AUTO,MOTO,AUTO
2021-0083,1,2021-11-09,00:35:00,AVENIDA,13,-58.45829717,-34.56015762,MOTO - AUTO,MOTO,AUTO
2021-0084,1,2021-11-11,03:00:00,AVENIDA,9,-58.49142611,-34.64584795,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2021-0085,1,2021-11-20,18:30:00,GRAL PAZ,12,-58.51271409,-34.57786555,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0086,1,2021-11-25,10:10:00,AVENIDA,6,-58.44864864,-34.62352826,PEATON - PASAJEROS,PEATON,PASAJEROS
2021-0087,1,2021-11-27,11:22:00,CALLE,1,-58.37795815,-34.59167894,PEATON - BICICLETA,PEATON,BICICLETA
2021-0088,1,2021-12-01,15:40:00,CALLE,13,-58.45531707,-34.55555257,MOTO - AUTO,MOTO,AUTO
2021-0089,1,2021-12-02,01:10:00,AVENIDA,11,-58.47633683,-34.62140594,MOTO - AUTO,MOTO,AUTO
2021-0090,1,2021-12-10,11:45:00,AVENIDA,1,-58.38188582,-34.60256036,PEATON - PASAJEROS,PEATON,PASAJEROS
2021-0091,1,2021-12-11,23:00:00,CALLE,10,-58.51989389,-34.62284918,MOTO - AUTO,MOTO,AUTO
2021-0092,1,2021-12-12,06:20:00,AVENIDA,3,-58.40596860,-34.61011987,PEATON - AUTO,PEATON,AUTO
2021-0093,1,2021-12-13,17:10:00,AVENIDA,7,-58.43353773,-34.64561636,MOTO - AUTO,MOTO,AUTO
2021-0094,1,2021-12-20,01:10:00,AUTOPISTA,9,-58.46739825,-34.65117757,MOTO - AUTO,MOTO,AUTO
2021-0095,1,2021-12-30,00:43:00,AVENIDA,11,-58.47293407,-34.61984745,MOTO - CARGAS,MOTO,CARGAS
2021-0096,1,2021-12-15,10:30:00,AVENIDA,9,-58.47066794,-34.65021673,AUTO - CARGAS,AUTO,CARGAS
2021-0097,1,2021-11-18,06:10:00,CALLE,1,-58.37976155,-34.58679619,BICICLETA - AUTO,BICICLETA,AUTO
